state,lga,ward
Cross river,Obudu,Angiaba / begiaka
Cross river,Obudu,Begiading
Cross river,Obudu,Ipong
Cross river,Obudu,Obudu urban i
Cross river,Obudu,Obudu urban ii
Cross river,Obudu,Ukpe
Cross river,Obudu,Utugwang central
Cross river,Obudu,Utugwang north
Cross river,Obudu,Utugwang south
Cross river,Odukpani,Adiabo/efut
Cross river,Odukpani,Akamkpa
Cross river,Odukpani,Creek town i
Cross river,Odukpani,Creek town ii
Cross river,Odukpani,Eki
Cross river,Odukpani,Ekori/anaku
Cross river,Odukpani,Eniong
Cross river,Odukpani,Ikoneto
Cross river,Odukpani,Ito/idere/ukwa
Cross river,Odukpani,Obomitiat/mbiabo/ediong
Cross river,Odukpani,Odot
Cross river,Odukpani,Odukpani central
Cross river,Odukpani,Oniman-kiong
Cross river,Ogoja,Ekajuk i
Cross river,Ogoja,Ekajuk ii
Cross river,Ogoja,Mbube east i
Cross river,Ogoja,Mbube east ii
Cross river,Ogoja,Mbube west i
Cross river,Ogoja,Mbube west ii
Cross river,Ogoja,Nkum iborr
Cross river,Ogoja,Nkum irede
Cross river,Ogoja,Ogoja urban i
Cross river,Ogoja,Ogoja urban ii
Cross river,Yakurr,Abanakpai
Cross river,Yakurr,Afrekpe/ekpenti
Cross river,Yakurr,Ajere
Cross river,Yakurr,Assiga
Cross river,Yakurr,Biko biko
Cross river,Yakurr,Idomi
Cross river,Yakurr,Ijiman
Cross river,Yakurr,Ijom
Cross river,Yakurr,Ikpakapit
Cross river,Yakurr,Inyima
Cross river,Yakurr,Mkpani/agoi
Cross river,Yakurr,Nkpolo/ukpawen
Cross river,Yakurr,Ntan
Cross river,Yala,Echumofana
Cross river,Yala,Gabu
Cross river,Yala,Ijiraga
Cross river,Yala,Njrigom/mfuma
Cross river,Yala,Okpoma
Cross river,Yala,Okuku
Cross river,Yala,Wanakom
Cross river,Yala,Wanihem
Cross river,Yala,Wanikade
Cross river,Yala,Yache
Cross river,Yala,Yahe
Delta,Aniocha - south,Aba - unor
Delta,Aniocha - south,Ejeme
Delta,Aniocha - south,Isheagu-ewulu
Delta,Aniocha - south,Nsukwa
Delta,Aniocha - south,Ogwashi - uku i
Delta,Aniocha - south,Ogwashi - uku ii
Delta,Aniocha - south,Ogwashi - uku village
Delta,Aniocha - south,Ubulu - uku i
Delta,Aniocha - south,Ubulu - uku ii
Delta,Aniocha - south,Ubulu - unor
Delta,Aniocha - south,Ubulu okiti
Delta,Aniocha north,Ezi
Delta,Aniocha north,Idumuje - unor
Delta,Aniocha north,Issele - azagba
Delta,Aniocha north,Issele uku i
Delta,Aniocha north,Issele uku ii
Delta,Aniocha north,Obior
Delta,Aniocha north,Obomkpa
Delta,Aniocha north,Onicha - olona
Delta,Aniocha north,Onicha ugbo
Delta,Aniocha north,Ukwu - nzu
Delta,Bomadi,Akugbene i
Delta,Bomadi,Akugbene ii
Delta,Bomadi,Akugbene iii
Delta,Bomadi,Bomadi
Delta,Bomadi,Kolafiogbene/ekametagbene
Delta,Bomadi,Kpakiama
Delta,Bomadi,Ogbeinama/okoloba
Delta,Bomadi,Ogo - eze
Delta,Bomadi,Ogriagbene
Delta,Bomadi,Syama
Delta,Burutu,Bulou - ndoro
Delta,Burutu,Ngbilebiri i
Delta,Burutu,Ngbilebiri ii
Delta,Burutu,Obotebe
Delta,Burutu,Ogbolubiri
Delta,Burutu,Ogulagha
Delta,Burutu,Ojobo
Delta,Burutu,Seimbiri
Delta,Burutu,Tamigbe
Delta,Burutu,Torugbene
Delta,Burutu,Tuomo
Delta,Ethiope east,Abraka i
Delta,Ethiope east,Abraka ii
Delta,Ethiope east,Abraka iii
Delta,Ethiope east,Agbon i
Delta,Ethiope east,Agbon ii
Delta,Ethiope east,Agbon iii
Delta,Ethiope east,Agbon iv
Delta,Ethiope east,Agbon v
Delta,Ethiope east,Agbon vi
Delta,Ethiope east,Agbon vii
Delta,Ethiope east,Agbon viii
Delta,Ethiope west,Jesse i
Delta,Ethiope west,Jesse ii
Delta,Ethiope west,Jesse iii
Delta,Ethiope west,Jesse iv
Delta,Ethiope west,Mosogar i
Delta,Ethiope west,Mosogar ii
Delta,Ethiope west,Oghara i
Delta,Ethiope west,Oghara ii
Delta,Ethiope west,Oghara iii
Delta,Ethiope west,Oghara iv
Delta,Ethiope west,Oghara v
Delta,Ika - south,Abavo i
Delta,Ika - south,Abavo ii
Delta,Ika - south,Abavo iii
Delta,Ika - south,Agbor town i
Delta,Ika - south,Agbor town ii
Delta,Ika - south,Boji - boji i
Delta,Ika - south,Boji - boji ii
Delta,Ika - south,Boji - boji iii
Delta,Ika - south,Ekuku - agbor
Delta,Ika - south,Ihiuiyase i
Delta,Ika - south,Ihuiyase ii
Delta,Ika - south,Ihuozomor (ozanogogo alisimie)
Delta,Ika north- east,Akumazi
Delta,Ika north- east,Idumuesah
Delta,Ika north- east,Igbodo
Delta,Ika north- east,Mbiri
Delta,Ika north- east,Otolokpo
Delta,Ika north- east,Owa v
Delta,Ika north- east,Owa vi
Delta,Ika north- east,Owa i
Delta,Ika north- east,Owa ii
Delta,Ika north- east,Owa iii
Delta,Ika north- east,Owa iv
Delta,Ika north- east,Umunede
Delta,Ika north- east,Ute - ogbeje
Delta,Ika north- east,Ute - okpu
Delta,Isoko north,Ellu
Delta,Isoko north,Emevor
Delta,Isoko north,Iluelogbo
Delta,Isoko north,Iyede i
Delta,Isoko north,Iyede ii
Delta,Isoko north,Okpe - isoko
Delta,Isoko north,Otibio
Delta,Isoko north,Ovrode
Delta,Isoko north,Owhe/akiehwe
Delta,Isoko north,Oyede
Delta,Isoko north,Ozoro i
Delta,Isoko north,Ozoro ii
Delta,Isoko north,Ozoro iii
Delta,Isoko south,Aviara
Delta,Isoko south,Emede
Delta,Isoko south,Enhwe/okpolo
Delta,Isoko south,Erowa/umeh
Delta,Isoko south,Igbide
Delta,Isoko south,Irri ii
Delta,Isoko south,Irri i
Delta,Isoko south,Oleh i
Delta,Isoko south,Oleh ii
Delta,Isoko south,Olomoro
Delta,Isoko south,Uzere
Delta,Ndokwa east,Abarra/inyi/onuaboh
Delta,Ndokwa east,Aboh/akarrai
Delta,Ndokwa east,Afor/obikwele
Delta,Ndokwa east,Ase
Delta,Ndokwa east,Ashaka
Delta,Ndokwa east,Ibedeni
Delta,Ndokwa east,Ibrede/igbuku / onogbokor
Delta,Ndokwa east,Okpai/utchi/beneku
Delta,Ndokwa east,Onyia/adiai/otuoku/umuolu
Delta,Ndokwa east,Ossissa
Delta,Ndokwa west,Abbi ii
Delta,Ndokwa west,Abbi i
Delta,Ndokwa west,Emu
Delta,Ndokwa west,Ogume i
Delta,Ndokwa west,Ogume ii
Delta,Ndokwa west,Onicha - ukwani
Delta,Ndokwa west,Utagba ogbe
Delta,Ndokwa west,Utagba uno i
Delta,Ndokwa west,Utagba uno ii
Delta,Ndokwa west,Utagba uno iii
Delta,Okpe,Aghalokpe
Delta,Okpe,Aragba town
Delta,Okpe,Mereje i
Delta,Okpe,Mereje ii
Delta,Okpe,Mereje iii
Delta,Okpe,Oha i
Delta,Okpe,Oha ii
Delta,Okpe,Orerokpe
Delta,Okpe,Oviri - okpe
Delta,Okpe,Ughoton
Delta,Oshimili - north,Akwukwu
Delta,Oshimili - north,Ebu
Delta,Oshimili - north,Ibusa i
Delta,Oshimili - north,Ibusa ii
Delta,Oshimili - north,Ibusa iii
Delta,Oshimili - north,Ibusa iv
Delta,Oshimili - north,Ibusa v
Delta,Oshimili - north,Illah
Delta,Oshimili - north,Okpanam
Delta,Oshimili - north,Ukala
Delta,Oshimili - south,Agu
Delta,Oshimili - south,Anala-amakom
Delta,Oshimili - south,Cable point i
Delta,Oshimili - south,Cable point ii
Delta,Oshimili - south,Ogbele/akpako
Delta,Oshimili - south,Okwe
Delta,Oshimili - south,Ugbomanta quarters
Delta,Oshimili - south,Umuaji
Delta,Oshimili - south,Umuezei
Delta,Oshimili - south,Umuonaje
Delta,Oshimili - south,West end
Delta,Patani,Abari
Delta,Patani,Agoloma
Delta,Patani,Bolou - angiama
Delta,Patani,Odorubu/adobu/bolou apelebri
Delta,Patani,Patani ii
Delta,Patani,Patani iii
Delta,Patani,Patani i
Delta,Patani,Taware/kolowara aven
Delta,Patani,Toru-angiama
Delta,Patani,Uduophori
Delta,Sapele,Amuokpe
Delta,Sapele,Elume
Delta,Sapele,Okokporo/ugborhen
Delta,Sapele,Sapele urban iii
Delta,Sapele,Sapele urban iv
Delta,Sapele,Sapele urban v
Delta,Sapele,Sapele urban vi
Delta,Sapele,Sapele urban vii
Delta,Sapele,Sapele urban viii
Delta,Sapele,Sapele urban i
Delta,Sapele,Sapele urban ii
Delta,Udu,Aladja
Delta,Udu,Ekete
Delta,Udu,Opete/assagba/edjophe
Delta,Udu,Orhuwerun
Delta,Udu,Ovwian i
Delta,Udu,Ovwian ii
Delta,Udu,Udu i
Delta,Udu,Udu ii
Delta,Udu,Udu iii
Delta,Udu,Udu iv
Delta,Ughelli north,Agbarha
Delta,Ughelli north,Agbarho i
Delta,Ughelli north,Agbarho ii
Delta,Ughelli north,Evwreni
Delta,Ughelli north,Ogor
Delta,Ughelli north,Orogun i
Delta,Ughelli north,Orogun ii
Delta,Ughelli north,Ughelli i
Delta,Ughelli north,Ughelli ii
Delta,Ughelli north,Ughelli iii
Delta,Ughelli north,Uwheru
Delta,Ughelli south,Effurun - otor
Delta,Ughelli south,Ekakpamre
Delta,Ughelli south,Ewu i
Delta,Ughelli south,Ewu ii
Delta,Ughelli south,Ewu iii
Delta,Ughelli south,Jeremi i
Delta,Ughelli south,Jeremi ii
Delta,Ughelli south,Jeremi iii
Delta,Ughelli south,Jeremi iv
Delta,Ughelli south,Olomu i
Delta,Ughelli south,Olomu ii
Delta,Ukwuani,Akoku
Delta,Ukwuani,Amai
Delta,Ukwuani,Ebedei
Delta,Ukwuani,Eziokpor
Delta,Ukwuani,Ezionum
Delta,Ukwuani,Obiaruku i
Delta,Ukwuani,Obiaruku ii
Delta,Ukwuani,Umuebu
Delta,Ukwuani,Umukwata
Delta,Ukwuani,Umutu
Delta,Uvwie,Army barracks area
Delta,Uvwie,Effurun i
Delta,Uvwie,Effurun ii
Delta,Uvwie,Ekpan i
Delta,Uvwie,Ekpan ii
Delta,Uvwie,Enerhen i
Delta,Uvwie,Enerhen ii
Delta,Uvwie,Ugbomro/ugbolokposo
Delta,Uvwie,Ugborikoko
Delta,Uvwie,Ugboroke
Delta,Warri north,Ebrohimi
Delta,Warri north,Eghoro
Delta,Warri north,Gbokoda
Delta,Warri north,Isekelewu (egbema ii)
Delta,Warri north,Koko i
Delta,Warri north,Koko ii
Delta,Warri north,Ogbinbiri (egbema iii)
Delta,Warri north,Ogbudugbudu (egbema iv)
Delta,Warri north,Ogheye
Delta,Warri north,Opuama (egbema i)
Delta,Warri south,Bowen
Delta,Warri south,Edjeba
Delta,Warri south,G.r.a.
Delta,Warri south,Igbudu
Delta,Warri south,Obodo/omadino
Delta,Warri south,Ode-itsekiri
Delta,Warri south,Ogunu/ekurede-urhobo
Delta,Warri south,Okere
Delta,Warri south,Okumagba i
Delta,Warri south,Okumagba ii
Delta,Warri south,Pessu
Delta,Warri south,Ugbuwangue/ekurede-itsekiri
Delta,Warri south west,Aja - udaibo
Delta,Warri south west,Akpikpa
Delta,Warri south west,Gbaramatu
Delta,Warri south west,Isaba
Delta,Warri south west,Madangho
Delta,Warri south west,Ogbe - ijoh
Delta,Warri south west,Ogidigben
Delta,Warri south west,Oporoza
Delta,Warri south west,Orere
Delta,Warri south west,Ugborodo
Ebonyi,Abakaliki,Abakpa
Ebonyi,Abakaliki,Amachi (ndebo)
Ebonyi,Abakaliki,Amachi (ndegu)
Ebonyi,Abakaliki,Amagu / enyieba
Ebonyi,Abakaliki,Amagu unuhu
Ebonyi,Abakaliki,Azuii udene
Ebonyi,Abakaliki,Azuiyiokwu layout
Ebonyi,Abakaliki,Azumili/azugwu
Ebonyi,Abakaliki,Edda
Ebonyi,Abakaliki,Izzi unuhu
Ebonyi,Abakaliki,Ndiagu
Ebonyi,Abakaliki,Okpoitumo ndebor
Ebonyi,Abakaliki,Okpoitumo ndiegu
Ebonyi,Abakaliki,Timber shed
Ebonyi,Afikpo south,Amaeke
Ebonyi,Afikpo south,Amangwu edda
Ebonyi,Afikpo south,Amaoso
Ebonyi,Afikpo south,Amato
Ebonyi,Afikpo south,Amigbo etiti edda
Ebonyi,Afikpo south,Amiri
Ebonyi,Afikpo south,Ebunwana
Ebonyi,Afikpo south,Ndioke ekoli edda
Ebonyi,Afikpo south,Nguzu
Ebonyi,Afikpo south,Oso
Ebonyi,Afikpo south,Owutu
Ebonyi,Afikpo north,Amata-akpoha
Ebonyi,Afikpo north,Amogu akpoha
Ebonyi,Afikpo north,Ezeke amasiri
Ebonyi,Afikpo north,Ibii/oziza afikpo
Ebonyi,Afikpo north,Itim afikpo
Ebonyi,Afikpo north,Nkpoghoro afikpo
Ebonyi,Afikpo north,Ohaisu afikpo 'a'
Ebonyi,Afikpo north,Ohaisu afikpo 'b'
Ebonyi,Afikpo north,Poperi amasiri
Ebonyi,Afikpo north,Ugwuegu afikpo
Ebonyi,Afikpo north,Uwana afikpo 1
Ebonyi,Afikpo north,Uwana afikpo ii
Ebonyi,Ebonyi,(abakpa)
Ebonyi,Ebonyi,Abofia
Ebonyi,Ebonyi,Agalegu
Ebonyi,Ebonyi,Echiaba
Ebonyi,Ebonyi,Egwudinagu
Ebonyi,Ebonyi,Enyibichiri i
Ebonyi,Ebonyi,Enyibichiri ii
Ebonyi,Ebonyi,Kpirikpiri
Ebonyi,Ebonyi,Mbeke
Ebonyi,Ebonyi,Ndiebo
Ebonyi,Ebonyi,Ndiegu
Ebonyi,Ebonyi,Onuenyim
Ebonyi,Ebonyi,Urban new layout
Ebonyi,Ezza north,Amuda/ama wula
Ebonyi,Ezza north,Ekka
Ebonyi,Ezza north,Inyere
Ebonyi,Ezza north,Ndieguazu - umuoghara
Ebonyi,Ezza north,Nkomoro
Ebonyi,Ezza north,Ogboji
Ebonyi,Ezza north,Okposi umuoghara
Ebonyi,Ezza north,Omege umuezeokoha
Ebonyi,Ezza north,Oriuzor
Ebonyi,Ezza north,Oshiegbe umuez eokoha
Ebonyi,Ezza north,Umuezeoka
Ebonyi,Ezza south,Amaeka
Ebonyi,Ezza south,Amaezekwe
Ebonyi,Ezza south,Amagu/nsokara
Ebonyi,Ezza south,Amana
Ebonyi,Ezza south,Amudo/okoffia
Ebonyi,Ezza south,Amuzu
Ebonyi,Ezza south,Echare
Ebonyi,Ezza south,Ezzama
Ebonyi,Ezza south,Ikwuator/idembia
Ebonyi,Ezza south,Onueke
Ebonyi,Ezza south,Umunwagu / idembia
Ebonyi,Ikwo,Ama inyima
Ebonyi,Ikwo,Echialike
Ebonyi,Ikwo,Eka awoke
Ebonyi,Ikwo,Ekpanwudele
Ebonyi,Ikwo,Ekpelu
Ebonyi,Ikwo,Enyibichiri
Ebonyi,Ikwo,Etam
Ebonyi,Ikwo,Igbudu i
Ebonyi,Ikwo,Igbudu ii
Ebonyi,Ikwo,Inyimagu i
Ebonyi,Ikwo,Inyimagu ii
Ebonyi,Ikwo,Ndiagu amagu i
Ebonyi,Ikwo,Ndiagu amagu ii
Ebonyi,Ikwo,Ndiagu echara i
Ebonyi,Ikwo,Ndiagu echara ii
Ebonyi,Ikwo,Ndufu amagu
Ebonyi,Ikwo,Ndufu amagu i
Ebonyi,Ikwo,Ndufu awke
Ebonyi,Ikwo,Ndufu echara
Ebonyi,Ikwo,Noye alike
Ebonyi,Ishielu,Agba
Ebonyi,Ishielu,Amaezu
Ebonyi,Ishielu,"Azuinyaba ""a"""
Ebonyi,Ishielu,"Azuinyaba ""b"""
Ebonyi,Ishielu,Ezillo i
Ebonyi,Ishielu,Ezillo ii
Ebonyi,Ishielu,Ezzagu(nkomor)
Ebonyi,Ishielu,Ezzagu(ogboji)
Ebonyi,Ishielu,Iyionu
Ebonyi,Ishielu,Nkalagu
Ebonyi,Ishielu,Nkalaha
Ebonyi,Ishielu,Ntezi
Ebonyi,Ishielu,Obeagu
Ebonyi,Ishielu,Ohofia
Ebonyi,Ishielu,Okpoto
Ebonyi,Ishielu,Umuhuali
Ebonyi,Ivo,Akaeze ishiagu
Ebonyi,Ivo,Akaeze ukwu
Ebonyi,Ivo,Amagu
Ebonyi,Ivo,Amonye
Ebonyi,Ivo,Ihenta ogidi
Ebonyi,Ivo,Iyioji akaeze
Ebonyi,Ivo,Ndiokoro ukwu
Ebonyi,Ivo,Ngwogwo
Ebonyi,Ivo,Obinagu
Ebonyi,Ivo,Okue
Ebonyi,Ivo,Umobo
Ebonyi,Izzi,Agbaja anyanwuigwe
Ebonyi,Izzi,Agbaja offia onwe
Ebonyi,Izzi,Agbaja(mgbo)
Ebonyi,Izzi,Ezza inyimagu - igweled oha
Ebonyi,Izzi,Ezza inyimagu - iziogo
Ebonyi,Izzi,Ezza inyimagu igbuhu
Ebonyi,Izzi,Ezza inyimagu ndiagu
Ebonyi,Izzi,Igbeagu iii
Ebonyi,Izzi,Igbeagu ndi ettah
Ebonyi,Izzi,Igbeagu nduogbu
Ebonyi,Izzi,Mgbalaku inyimagu i
Ebonyi,Izzi,Mgbalaku inyimagu ii
Ebonyi,Izzi,Ndieze inyimagu 11 ndiabor ishiagu
Ebonyi,Izzi,Ndieze inyimagu mgbabeluzor
Ebonyi,Ohaozara,Amaechi okposi
Ebonyi,Ohaozara,Enena ezeraku
Ebonyi,Ohaozara,Mgbom okposi
Ebonyi,Ohaozara,Obiozara
Ebonyi,Ohaozara,Okposi achara
Ebonyi,Ohaozara,Okposi okwu
Ebonyi,Ohaozara,Ugbogologo/ugwulangwu
Ebonyi,Ohaozara,Uhuo taru-ugwu-langwu
Ebonyi,Ohaozara,Umic hima
Ebonyi,Ohaozara,Umunaga
Ebonyi,Ohaozara,Umuobuna
Ebonyi,Ohaukwu,Effium ii
Ebonyi,Ohaukwu,Effium i
Ebonyi,Ohaukwu,Ezzamgbo
Ebonyi,Ohaukwu,Ishi ngbo i
Ebonyi,Ohaukwu,Ishi ngbo ii
Ebonyi,Ohaukwu,Ngbo
Ebonyi,Ohaukwu,Okposhi i
Ebonyi,Ohaukwu,Okposhi ii
Ebonyi,Ohaukwu,Umu ogudu akpu i
Ebonyi,Ohaukwu,Umu ogudu akpu ii
Ebonyi,Ohaukwu,Umu ogudu oshia
Ebonyi,Ohaukwu,Umuagara / amechi
Ebonyi,Ohaukwu,Wigbeke i
Ebonyi,Ohaukwu,Wigbeke ii
Ebonyi,Ohaukwu,Wigbeke iii
Ebonyi,Onicha,Abaomege
Ebonyi,Onicha,Agbabor-isu
Ebonyi,Onicha,Amanator-isu
Ebonyi,Onicha,Ebia oshiri
Ebonyi,Onicha,Enuagu-onicha
Ebonyi,Onicha,Isi-onicha
Ebonyi,Onicha,Isinkwo-ukamu
Ebonyi,Onicha,Obeagu-isu
Ebonyi,Onicha,Oguduukwor oshiri
Ebonyi,Onicha,Okuzu-ukawu
Ebonyi,Onicha,Ugwu-oshiri
Ebonyi,Onicha,Umudomi-onicha
Edo,Akoko edo,Enwan/atte/ikpeshi/egbigele
Edo,Akoko edo,Ibillo/ ekpesa/ ekor/ ikiran-ile/ oke
Edo,Akoko edo,Igarra i
Edo,Akoko edo,Igarra ii
Edo,Akoko edo,Imoga/ lampese/ bekuma/ ekpe
Edo,Akoko edo,Makeke/ ojah/ dangbala/ ojirami/ anyawoza
Edo,Akoko edo,Oloma/ okpe/ ijaja/ kakuma/ anyara
Edo,Akoko edo,Ososo
Edo,Akoko edo,Somorika / ogbe / sasaro / onumu / eshawa / ogugu igboshi-afe / igboshi - ele / aiyegunle
Edo,Akoko edo,Uneme-nekhua/akpama/ aiyetoro/ ekpedo/ erhurun/ uneme osu
Edo,Egor,Egor
Edo,Egor,Evbareke
Edo,Egor,Ogida/use
Edo,Egor,Okhoro
Edo,Egor,Oliha
Edo,Egor,Otubu
Edo,Egor,Ugbowo
Edo,Egor,Uselu i
Edo,Egor,Uselu ii
Edo,Egor,Uwelu
Edo,Esan central,Ewu i
Edo,Esan central,Ewu ii
Edo,Esan central,Ikekato
Edo,Esan central,Opoji
Edo,Esan central,Otoruwo i
Edo,Esan central,Otoruwo ii
Edo,Esan central,Ugbegun
Edo,Esan central,Uneah
Edo,Esan central,Uwessan i
Edo,Esan central,Uwessan ii
Edo,Esan north east,Amedokhian
Edo,Esan north east,Arue
Edo,Esan north east,Efandion
Edo,Esan north east,Egbele
Edo,Esan north east,Ewoyi
Edo,Esan north east,Idumu-okojie
Edo,Esan north east,Obeidu
Edo,Esan north east,Ubierumu
Edo,Esan north east,Uelen/ okugbe
Edo,Esan north east,Uwalor
Edo,Esan north east,Uzea
Edo,Esan south east,Emu
Edo,Esan south east,Ewatto
Edo,Esan south east,Ewohimi i
Edo,Esan south east,Ewohimi ii
Edo,Esan south east,Illushi i
Edo,Esan south east,Illushi ii
Edo,Esan south east,Ohordua
Edo,Esan south east,Ubiaja i
Edo,Esan south east,Ubiaja ii
Edo,Esan south east,Ugboha
Edo,Esan west,Egoro/idoa/ukhun
Edo,Esan west,Emaudo/ eguare/ ekpoma
Edo,Esan west,Emuhi/ ukpenu/ ujoelen
Edo,Esan west,Ihunmudumu/idumebo/uke/ujemen
Edo,Esan west,Illeh/eko-ine
Edo,Esan west,Iruekpen
Edo,Esan west,Ogwa
Edo,Esan west,Uhiele
Edo,Esan west,Ujiogba
Edo,Esan west,Urohi
Edo,Etsako west,Anwain
Edo,Etsako west,Auchi
Edo,Etsako west,Auchi iii
Edo,Etsako west,Auchi i
Edo,Etsako west,Auchi ii
Edo,Etsako west,Aviele
Edo,Etsako west,Jagbe
Edo,Etsako west,South ibie
Edo,Etsako west,Uzairue north east
Edo,Etsako west,Uzairue north west
Edo,Etsako west,Uzairue south east
Edo,Etsako west,Uzairue south west
Edo,Etsako central,Ekperi i
Edo,Etsako central,Ekperi ii
Edo,Etsako central,Ekperi iii
Edo,Etsako central,Fugar i
Edo,Etsako central,Fugar ii
Edo,Etsako central,Fugar iii
Edo,Etsako central,Iraokhor
Edo,Etsako central,Ogbona
Edo,Etsako central,South uneme i
Edo,Etsako central,South uneme ii
Edo,Etsako east,Agenebode
Edo,Etsako east,Okpekpe
Edo,Etsako east,Okpella i
Edo,Etsako east,Okpella ii
Edo,Etsako east,Okpella iii
Edo,Etsako east,Okpella iv
Edo,Etsako east,Three ibies
Edo,Etsako east,Wanno i
Edo,Etsako east,Wanno ii
Edo,Etsako east,Weppa
Edo,Igueben,Afuda/idumuoka
Edo,Igueben,Amahor/ugun
Edo,Igueben,Ekekhen/idumu/ogo/egbike
Edo,Igueben,Ekpon
Edo,Igueben,Ewossa
Edo,Igueben,Idigun/ idumedo
Edo,Igueben,Okalo/ okpujie
Edo,Igueben,Owu/ okuta/ eguare ebelle
Edo,Igueben,Udo
Edo,Igueben,Uhe/idumuogbo/idumueke
Edo,Ikpoba/okha,Aduwawa / evbo modu
Edo,Ikpoba/okha,Gorretti
Edo,Ikpoba/okha,Idogbo
Edo,Ikpoba/okha,Iwogban/uteh
Edo,Ikpoba/okha,Obayantor
Edo,Ikpoba/okha,Ogbeson
Edo,Ikpoba/okha,Ologbo
Edo,Ikpoba/okha,Oregbeni
Edo,Ikpoba/okha,St. saviour
Edo,Ikpoba/okha,Ugbekun
Edo,Oredo,Gra/etete
Edo,Oredo,Ibiwe/ iwegie/ ugbague
Edo,Oredo,Ihogbe/ isekhere/ oreoghene/ ibiwe/ ice road
Edo,Oredo,Ikpema/eguadase
Edo,Oredo,New benin i
Edo,Oredo,New benin ii
Edo,Oredo,Ogbe
Edo,Oredo,Ogbelaka/ nekpenekpen
Edo,Oredo,Oredo
Edo,Oredo,Unueru/ogboka
Edo,Oredo,Urubi/evbiemwen/iwehen
Edo,Oredo,Uzebu
Edo,Orhionmwon,Aibiokula i
Edo,Orhionmwon,Aibiokula i
Edo,Orhionmwon,Aibiokula ii
Edo,Orhionmwon,Evboesi
Edo,Orhionmwon,Igbanke east
Edo,Orhionmwon,Igbanke west
Edo,Orhionmwon,Iyoba
Edo,Orhionmwon,Ugbeka
Edo,Orhionmwon,Ugboko
Edo,Orhionmwon,Ugu
Edo,Orhionmwon,Ukpato
Edo,Orhionmwon,Urhonigbe north
Edo,Orhionmwon,Urhonigbe south
Edo,Ovia north east,Adolor
Edo,Ovia north east,Iguoshodin
Edo,Ovia north east,Isiuwa
Edo,Ovia north east,Oduna
Edo,Ovia north east,Ofunmwegbe
Edo,Ovia north east,Oghede
Edo,Ovia north east,Okada east
Edo,Ovia north east,Okada west
Edo,Ovia north east,Okokhuo
Edo,Ovia north east,Oluku
Edo,Ovia north east,Uhen
Edo,Ovia north east,Uhiere
Edo,Ovia north east,Utoka
Edo,Ovia south west,Iguobazuwa east
Edo,Ovia south west,Iguobazuwa west
Edo,Ovia south west,Nikorogha
Edo,Ovia south west,Ofunama
Edo,Ovia south west,Ora
Edo,Ovia south west,Siluko
Edo,Ovia south west,Udo
Edo,Ovia south west,Ugbogui
Edo,Ovia south west,Umaza
Edo,Ovia south west,Usen
Edo,Owan east,Emai i
Edo,Owan east,Emai ii
Edo,Owan east,Igue/ikao
Edo,Owan east,Ihievbe i
Edo,Owan east,Ihievbe ii
Edo,Owan east,Ivbiadaobi
Edo,Owan east,Ivbianion
Edo,Owan east,Otuo i
Edo,Owan east,Otuo ii
Edo,Owan east,Uokha/ake
Edo,Owan east,Warrake
Edo,Owan west,Avbiosi
Edo,Owan west,Eme-ora/oke
Edo,Owan west,Eruere
Edo,Owan west,Okpuje
Edo,Owan west,Ozalla
Edo,Owan west,Sabongida/ora/ogbeturu
Edo,Owan west,Sobe
Edo,Owan west,Uhonmora
Edo,Owan west,Ukhuse -osi
Edo,Owan west,Uzebba i
Edo,Owan west,Uzebba ii
Edo,Uhunmwode,Egbede
Edo,Uhunmwode,Ehor
Edo,Uhunmwode,Igieduma
Edo,Uhunmwode,Irhue
Edo,Uhunmwode,Isi north
Edo,Uhunmwode,Isi south
Edo,Uhunmwode,Ohuan
Edo,Uhunmwode,Uhi
Edo,Uhunmwode,Umagbae north
Edo,Uhunmwode,Umagbae south
Ekiti,Ado ekiti,Ado 'a' idofin
Ekiti,Ado ekiti,Ado 'b' inisa
Ekiti,Ado ekiti,Ado 'c' idolofin
Ekiti,Ado ekiti,Ado 'd' ijigbo
Ekiti,Ado ekiti,Ado 'e' ijoka / orereowu
Ekiti,Ado ekiti,Ado 'f' okeyinmi
Ekiti,Ado ekiti,Ado 'g' oke ila
Ekiti,Ado ekiti,Ado 'h' ereguru
Ekiti,Ado ekiti,Ado 'i' dallimore
Ekiti,Ado ekiti,Ado 'j' okesa
Ekiti,Ado ekiti,Ado 'k' irona
Ekiti,Ado ekiti,Ado 'l' igbehin
Ekiti,Ado ekiti,Ado 'm' farm settlement
Ekiti,Efon,Efon iii
Ekiti,Efon,Efon i
Ekiti,Efon,Efon ii
Ekiti,Efon,Efon v
Ekiti,Efon,Efon vi
Ekiti,Efon,Efon vii
Ekiti,Efon,Efon viii
Ekiti,Efon,Efon x
Ekiti,Efon,Efon iv
Ekiti,Efon,Efon ix
Ekiti,Ekiti east,Araromi
Ekiti,Ekiti east,Ilasa i
Ekiti,Ekiti east,Ilasa ii / ikun / araromi / eda ile
Ekiti,Ekiti east,Isinbode
Ekiti,Ekiti east,Kota i
Ekiti,Ekiti east,Kota ii
Ekiti,Ekiti east,Obadore i
Ekiti,Ekiti east,Obadore ii
Ekiti,Ekiti east,Obadore iii
Ekiti,Ekiti east,Obadore iv
Ekiti,Ekiti east,Omuo - oke i
Ekiti,Ekiti east,Omuo oke ii
